Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0Zvdpp7GLZYT3OVtx4myHl,"Panamera","Panamera","NDG",2019-03-25,172000,0,true,manuelmarrali,2020-02-23T01:20:24Z,"italian trap","Dreamerz",0.625,0.575,11,-9.327,0,0.247,0.828,0,0.0983,0.308,120.253,3
